,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms),Id
11757,284.27716,284.27716,284.2515,284.14005,Id_11758
11758,275.02963,275.02963,274.9903,274.86218,Id_11759
11759,285.59293,285.59293,285.0898,285.54605,Id_11760
11760,172.04239,172.04239,172.48993,171.69505,Id_11761
11761,150.87016,150.87016,150.36595,151.9428,Id_11762
11762,290.94736,290.94736,290.87967,290.99008,Id_11763
11763,145.04678,145.04678,145.04688,144.6736,Id_11764
11764,215.90157,215.90157,216.06342,215.99576,Id_11765
11765,138.89844,138.89844,138.87714,139.23975,Id_11766
11766,140.95882,140.95882,140.77469,140.82367,Id_11767
11767,342.50406,342.50406,344.24133,342.54608,Id_11768
11768,331.46658,331.46658,331.54312,332.08856,Id_11769
11769,342.97137,342.97137,343.74997,342.72467,Id_11770
11770,336.45673,336.45673,336.35315,336.54156,Id_11771
11771,324.56937,324.56937,324.65228,324.46124,Id_11772
11772,310.49005,310.49005,310.2081,310.054,Id_11773
11773,149.12218,149.12218,149.34459,148.53001,Id_11774
11774,330.53873,330.53873,330.1941,329.88773,Id_11775
11775,256.78885,256.78885,257.21494,256.07422,Id_11776
11776,161.16057,161.16057,158.7261,157.04794,Id_11777
11777,226.60916,226.60916,226.50302,226.79556,Id_11778
11778,147.71495,147.71495,148.64531,147.72353,Id_11779
11779,335.11646,335.11646,335.41248,334.84802,Id_11780
11780,149.79152,149.79152,150.12083,152.09833,Id_11781
11781,311.58627,311.58627,311.6626,311.7509,Id_11782
11782,275.02185,275.02185,275.02753,275.79205,Id_11783
11783,176.92435,176.92435,177.22923,177.41231,Id_11784
11784,268.61176,268.61176,268.76044,269.0853,Id_11785
11785,171.13039,171.13039,170.17984,171.15239,Id_11786
11786,146.54637,146.54637,145.13963,147.21732,Id_11787
11787,213.37065,213.37065,212.63908,212.71196,Id_11788
11788,216.9953,216.9953,217.85321,216.74709,Id_11789
11789,176.61581,176.61581,176.44893,176.07957,Id_11790
11790,119.86882,119.86882,119.171844,118.569244,Id_11791
11791,118.5089,118.5089,117.33021,118.8979,Id_11792
11792,180.01518,180.01518,179.58047,179.56372,Id_11793
11793,146.79823,146.79823,147.0791,146.15854,Id_11794
11794,236.46606,236.46606,236.98682,236.305,Id_11795
11795,294.5932,294.5932,294.86188,294.43045,Id_11796
11796,242.2615,242.2615,242.68188,242.74556,Id_11797
11797,292.09195,292.09195,292.03757,291.8883,Id_11798
11798,172.42587,172.42587,171.91473,171.04837,Id_11799
11799,207.29262,207.29262,206.99776,206.69624,Id_11800
11800,204.7286,204.7286,204.56445,204.81622,Id_11801
11801,241.23419,241.23419,241.4478,241.25394,Id_11802
11802,133.88135,133.88135,134.27916,136.16592,Id_11803
11803,174.4438,174.4438,173.80026,174.85751,Id_11804
11804,183.95189,183.95189,184.52011,184.73369,Id_11805
11805,170.89114,170.89114,171.35237,170.74948,Id_11806
11806,264.81067,264.81067,264.94666,265.29025,Id_11807
11807,173.66992,173.66992,174.1133,173.16638,Id_11808
11808,283.1508,283.1508,283.2106,283.23016,Id_11809
11809,265.90924,265.90924,265.97717,265.84125,Id_11810
11810,260.0127,260.0127,260.4521,260.37698,Id_11811
11811,254.54112,254.54112,255.38606,255.30391,Id_11812
11812,284.13467,284.13467,283.95898,283.79745,Id_11813
11813,138.63176,138.63176,138.82608,139.22464,Id_11814
11814,336.52225,336.52225,336.50192,336.69376,Id_11815
11815,294.28986,294.28986,292.9929,292.43033,Id_11816
11816,145.24995,145.24995,142.96394,144.61221,Id_11817
11817,334.37042,334.37042,333.4946,334.1001,Id_11818
11818,144.7386,144.7386,144.01016,142.24284,Id_11819
11819,150.1181,150.1181,151.29669,150.51793,Id_11820
11820,330.51175,330.51175,330.1086,329.7086,Id_11821
11821,326.68372,326.68372,327.6486,327.41754,Id_11822
11822,313.4088,313.4088,313.21405,313.8229,Id_11823
11823,155.36626,155.36626,155.03578,155.86543,Id_11824
11824,319.9962,319.9962,320.23392,319.61536,Id_11825
11825,166.12648,166.12648,165.27695,165.30591,Id_11826
11826,271.21213,271.21213,271.26532,270.94962,Id_11827
11827,275.12433,275.12433,274.74445,275.006,Id_11828
11828,148.8614,148.8614,149.3204,148.05064,Id_11829
11829,263.93817,263.93817,263.92874,264.4784,Id_11830
11830,259.42804,259.42804,259.17297,259.2605,Id_11831
11831,114.43876,114.43876,114.72084,113.675606,Id_11832
11832,161.61111,161.61111,161.12268,160.78264,Id_11833
11833,276.5604,276.5604,276.8965,276.62952,Id_11834
11834,181.3061,181.3061,182.3522,183.31877,Id_11835
11835,112.232864,112.232864,110.94255,114.733864,Id_11836
11836,184.57527,184.57527,184.53708,184.03223,Id_11837
11837,188.33977,188.33977,188.63293,188.48798,Id_11838
11838,303.6288,303.6288,303.73535,304.0358,Id_11839
11839,147.71031,147.71031,148.11534,147.91208,Id_11840
11840,182.00937,182.00937,182.38231,184.07756,Id_11841
11841,231.1366,231.1366,231.31828,230.95773,Id_11842
11842,106.009476,106.009476,105.42939,105.84315,Id_11843
11843,194.67522,194.67522,195.23753,194.56828,Id_11844
11844,263.0865,263.0865,263.01022,263.02475,Id_11845
11845,119.1365,119.1365,120.369545,120.63212,Id_11846
11846,179.69608,179.69608,179.48431,178.77449,Id_11847
11847,301.3845,301.3845,301.29456,301.72354,Id_11848
11848,183.55522,183.55522,183.52768,182.43483,Id_11849
11849,218.03821,218.03821,218.02058,217.96973,Id_11850
11850,174.94261,174.94261,172.6037,173.54985,Id_11851
11851,207.80501,207.80501,207.33452,207.02032,Id_11852
11852,139.17062,139.17062,140.70834,138.94164,Id_11853
11853,170.72139,170.72139,172.06502,170.86484,Id_11854
11854,150.85904,150.85904,150.39154,150.6588,Id_11855
11855,150.95862,150.95862,151.8892,150.92337,Id_11856
11856,152.14986,152.14986,152.53839,152.29668,Id_11857
11857,193.66594,193.66594,193.6014,193.42157,Id_11858
11858,152.53899,152.53899,152.5913,152.34123,Id_11859
11859,288.86322,288.86322,288.74628,288.47015,Id_11860
11860,161.93507,161.93507,162.76457,161.54926,Id_11861
11861,150.64429,150.64429,150.64911,150.74835,Id_11862
11862,271.4361,271.4361,271.6928,271.66748,Id_11863
11863,214.0954,214.0954,213.45981,212.78093,Id_11864
11864,146.83607,146.83607,145.89186,147.69765,Id_11865
11865,211.83179,211.83179,210.85419,212.93408,Id_11866
11866,340.55115,340.55115,341.09628,340.87387,Id_11867
11867,248.42181,248.42181,248.35353,249.82478,Id_11868
11868,216.72163,216.72163,215.52226,217.08559,Id_11869
11869,340.4917,340.4917,340.75137,340.82162,Id_11870
11870,341.74316,341.74316,342.00455,341.5284,Id_11871
11871,247.34996,247.34996,249.1006,250.34512,Id_11872
11872,292.7783,292.7783,292.8821,293.03806,Id_11873
11873,350.63287,350.63287,350.50522,351.11905,Id_11874
11874,216.20305,216.20305,216.4846,216.33383,Id_11875
11875,400.3672,400.3672,400.511,401.2762,Id_11876
11876,283.29343,283.29343,282.87643,282.9955,Id_11877
11877,125.96317,125.96317,125.46557,125.81535,Id_11878
11878,343.0717,343.0717,344.55792,343.92776,Id_11879
11879,334.0854,334.0854,332.69485,333.90317,Id_11880
11880,309.91263,309.91263,310.39642,310.27557,Id_11881
11881,149.25154,149.25154,149.87424,148.6624,Id_11882
11882,223.874,223.874,227.22545,223.052,Id_11883
11883,206.89682,206.89682,207.03378,209.39899,Id_11884
11884,319.81656,319.81656,319.79947,319.914,Id_11885
11885,224.4563,224.4563,224.97227,224.22348,Id_11886
11886,212.7518,212.7518,213.57753,212.14671,Id_11887
11887,208.42566,208.42566,208.42215,209.02206,Id_11888
11888,176.74107,176.74107,178.68997,178.3226,Id_11889
11889,259.34964,259.34964,258.69724,258.82617,Id_11890
11890,133.00653,133.00653,132.56174,133.88841,Id_11891
11891,149.48462,149.48462,149.95052,149.01982,Id_11892
11892,169.6329,169.6329,170.60738,170.70564,Id_11893
11893,233.25665,233.25665,233.47568,233.03831,Id_11894
11894,168.95322,168.95322,167.42505,168.04138,Id_11895
11895,266.34177,266.34177,265.99548,265.98465,Id_11896
11896,177.82114,177.82114,177.78194,177.54213,Id_11897
11897,306.71326,306.71326,306.04895,306.44446,Id_11898
11898,228.87703,228.87703,228.16205,228.09584,Id_11899
11899,182.40346,182.40346,182.75322,182.5533,Id_11900
11900,218.64732,218.64732,218.94658,219.07147,Id_11901
11901,289.1364,289.1364,289.1447,288.9753,Id_11902
11902,145.21654,145.21654,145.81882,145.87778,Id_11903
11903,227.35818,227.35818,227.04562,227.58514,Id_11904
11904,141.04347,141.04347,139.19629,140.07237,Id_11905
11905,221.47997,221.47997,221.51608,221.67374,Id_11906
11906,184.49863,184.49863,185.02002,184.64275,Id_11907
11907,221.83731,221.83731,221.70311,221.79802,Id_11908
11908,244.15038,244.15038,244.05649,244.6679,Id_11909
11909,119.67675,119.67675,118.27039,122.07683,Id_11910
11910,240.45279,240.45279,240.48729,239.66072,Id_11911
11911,113.22422,113.22422,113.03765,114.193306,Id_11912
11912,152.52719,152.52719,152.56667,151.66035,Id_11913
11913,180.93971,180.93971,179.7246,180.03677,Id_11914
11914,218.18294,218.18294,217.73026,217.94164,Id_11915
11915,166.23062,166.23062,165.71161,166.19026,Id_11916
11916,275.02917,275.02917,275.0936,274.76523,Id_11917
11917,215.70625,215.70625,214.80269,215.44733,Id_11918
11918,205.17526,205.17526,204.87164,204.91556,Id_11919
11919,171.44499,171.44499,171.29825,171.23474,Id_11920
11920,291.9008,291.9008,291.76007,292.11032,Id_11921
11921,283.32553,283.32553,283.28918,283.1815,Id_11922
11922,216.27005,216.27005,216.20126,216.00864,Id_11923
11923,213.63693,213.63693,212.64977,212.13937,Id_11924
11924,163.32707,163.32707,163.59277,163.13957,Id_11925
11925,170.8131,170.8131,170.70117,171.51285,Id_11926
11926,204.0211,204.0211,203.66003,202.77315,Id_11927
11927,141.18352,141.18352,140.98727,140.95265,Id_11928
11928,191.59052,191.59052,192.07129,191.95276,Id_11929
11929,213.54048,213.54048,214.43906,215.3174,Id_11930
11930,210.44252,210.44252,210.19846,211.0333,Id_11931
11931,382.58325,382.58325,382.67642,382.1912,Id_11932
11932,159.0442,159.0442,158.95595,157.98361,Id_11933
11933,343.42252,343.42252,344.7708,343.0789,Id_11934
11934,123.12214,123.12214,122.39204,125.18525,Id_11935
11935,221.82216,221.82216,221.60808,223.5682,Id_11936
11936,256.8231,256.8231,256.96686,256.16504,Id_11937
11937,324.0866,324.0866,324.83643,325.89008,Id_11938
11938,201.30171,201.30171,200.8801,201.42734,Id_11939
11939,276.24744,276.24744,275.76978,276.13123,Id_11940
11940,260.5935,260.5935,261.00476,260.4764,Id_11941
11941,241.00272,241.00272,241.08174,241.88701,Id_11942
11942,233.3821,233.3821,232.95107,233.30038,Id_11943
11943,161.35034,161.35034,161.50099,161.09125,Id_11944
11944,248.9181,248.9181,248.71906,248.53908,Id_11945
11945,156.95425,156.95425,158.04951,158.86693,Id_11946
11946,181.19989,181.19989,181.72655,181.371,Id_11947
11947,279.061,279.061,279.2474,279.19614,Id_11948
11948,236.78082,236.78082,237.11252,237.1844,Id_11949
11949,128.17953,128.17953,128.68834,129.79185,Id_11950
11950,186.14937,186.14937,186.2098,185.3442,Id_11951
11951,218.75154,218.75154,219.01358,219.10934,Id_11952
11952,145.07747,145.07747,144.76697,145.40416,Id_11953
11953,183.58592,183.58592,184.50706,183.09085,Id_11954
11954,288.4227,288.4227,288.23962,288.27673,Id_11955
11955,144.36887,144.36887,145.91121,144.8863,Id_11956
11956,230.36678,230.36678,230.5845,231.12335,Id_11957
11957,263.19214,263.19214,263.2392,263.2612,Id_11958
11958,201.34386,201.34386,201.18524,201.72916,Id_11959
11959,177.82494,177.82494,177.41548,177.67067,Id_11960
11960,180.1815,180.1815,179.93257,180.72418,Id_11961
11961,298.07343,298.07343,298.23883,298.30807,Id_11962
11962,115.6912,115.6912,114.26689,115.10632,Id_11963
11963,294.57,294.57,294.96164,294.49228,Id_11964
11964,151.86093,151.86093,152.92003,152.09116,Id_11965
11965,292.06085,292.06085,292.12213,291.9506,Id_11966
11966,150.24481,150.24481,150.43745,149.9627,Id_11967
11967,149.86278,149.86278,150.28636,150.01852,Id_11968
11968,233.5437,233.5437,233.49646,233.2372,Id_11969
11969,230.6662,230.6662,229.53314,227.42216,Id_11970
11970,148.98573,148.98573,147.87198,146.71852,Id_11971
11971,132.04501,132.04501,133.87065,133.08919,Id_11972
11972,270.7423,270.7423,271.2843,271.3943,Id_11973
11973,191.60149,191.60149,192.12492,192.10521,Id_11974
11974,215.6955,215.6955,215.13605,215.75157,Id_11975
11975,341.3981,341.3981,341.45602,341.65546,Id_11976
11976,252.67365,252.67365,252.15308,252.70337,Id_11977
11977,212.85947,212.85947,214.0325,215.59721,Id_11978
11978,292.19684,292.19684,292.19797,292.92786,Id_11979
11979,336.4188,336.4188,336.0754,335.5296,Id_11980
11980,352.3144,352.3144,351.8701,352.57733,Id_11981
11981,260.17255,260.17255,259.8824,260.12808,Id_11982
11982,283.04877,283.04877,283.3066,283.33224,Id_11983
11983,266.60425,266.60425,266.60364,266.327,Id_11984
11984,259.68814,259.68814,259.5877,259.46542,Id_11985
11985,123.336426,123.336426,125.65427,123.55597,Id_11986
11986,255.73404,255.73404,254.93547,255.7958,Id_11987
11987,283.73145,283.73145,283.78406,283.98526,Id_11988
11988,342.82446,342.82446,343.75314,341.429,Id_11989
11989,254.18518,254.18518,255.10913,254.73347,Id_11990
11990,243.09111,243.09111,242.59776,242.64276,Id_11991
11991,330.83786,330.83786,330.99393,331.11203,Id_11992
11992,301.8925,301.8925,301.6677,301.30283,Id_11993
11993,148.67354,148.67354,149.82219,149.73792,Id_11994
11994,225.69992,225.69992,227.16728,227.4242,Id_11995
11995,300.72293,300.72293,300.94965,300.9415,Id_11996
11996,243.80553,243.80553,244.41754,244.6222,Id_11997
11997,311.80664,311.80664,311.54614,311.50397,Id_11998
11998,183.56729,183.56729,186.76953,185.50711,Id_11999
11999,149.20576,149.20576,150.08125,149.46129,Id_12000
12000,232.00208,232.00208,231.35762,232.04489,Id_12001
12001,148.35773,148.35773,148.93895,147.73824,Id_12002
12002,263.98438,263.98438,263.7383,264.43887,Id_12003
12003,181.88846,181.88846,181.01367,179.74332,Id_12004
12004,273.68112,273.68112,273.64194,273.46875,Id_12005
12005,121.81874,121.81874,123.35206,124.92251,Id_12006
12006,114.494514,114.494514,114.790855,114.355354,Id_12007
12007,262.11066,262.11066,261.62717,262.32434,Id_12008
12008,224.05211,224.05211,224.9083,224.39917,Id_12009
12009,19.55016,19.55016,19.868092,19.60265,Id_12010
12010,27.63637,27.63637,27.640533,27.649387,Id_12011
12011,53.30842,53.30842,53.646008,53.670055,Id_12012
12012,27.927507,27.927507,27.862146,27.725029,Id_12013
12013,53.50939,53.50939,53.732327,53.734077,Id_12014
12014,22.437067,22.437067,22.382685,22.228302,Id_12015
12015,38.466705,38.466705,38.442787,38.571766,Id_12016
12016,41.88938,41.88938,41.863888,41.985123,Id_12017
12017,26.008324,26.008324,25.984009,25.826975,Id_12018
12018,42.668762,42.668762,42.841915,42.96523,Id_12019
12019,27.458277,27.458277,27.200657,27.298367,Id_12020
12020,46.322186,46.322186,46.297035,46.04644,Id_12021
12021,25.071396,25.071396,25.133183,24.920095,Id_12022
12022,41.23393,41.23393,41.050472,41.131546,Id_12023
12023,43.71801,43.71801,43.632885,43.41334,Id_12024
12024,25.479876,25.479876,25.705307,25.605938,Id_12025
12025,46.843254,46.843254,47.17977,47.694622,Id_12026
12026,55.820244,55.820244,55.509415,55.517735,Id_12027
12027,21.444454,21.444454,21.261604,21.244743,Id_12028
12028,19.264128,19.264128,19.476095,19.292412,Id_12029
12029,19.615858,19.615858,19.593004,19.687948,Id_12030
12030,21.620214,21.620214,21.848295,21.768793,Id_12031
12031,38.66937,38.66937,38.44636,38.484116,Id_12032
12032,19.924545,19.924545,19.725044,19.753527,Id_12033
12033,39.55964,39.55964,40.137787,39.632504,Id_12034
12034,38.537926,38.537926,38.884167,38.472805,Id_12035
12035,42.257595,42.257595,42.043606,42.211395,Id_12036
12036,47.19359,47.19359,47.211926,47.215843,Id_12037
12037,31.354956,31.354956,31.077978,31.138426,Id_12038
12038,57.20346,57.20346,57.422127,57.323246,Id_12039
12039,26.782396,26.782396,26.059809,27.359787,Id_12040
12040,49.34063,49.34063,49.493366,49.58118,Id_12041
12041,40.55372,40.55372,40.266247,40.005688,Id_12042
12042,23.326225,23.326225,23.38794,23.335144,Id_12043
12043,40.087795,40.087795,39.575134,39.85202,Id_12044
12044,53.639076,53.639076,54.10046,54.215775,Id_12045
12045,45.36429,45.36429,45.26275,45.41701,Id_12046
12046,27.956873,27.956873,27.912937,28.000011,Id_12047
12047,26.010313,26.010313,25.755356,25.69314,Id_12048
12048,41.32516,41.32516,41.0424,41.103474,Id_12049
12049,26.153822,26.153822,26.001238,26.494589,Id_12050
12050,23.142282,23.142282,23.848118,23.261412,Id_12051
12051,24.624369,24.624369,24.561266,24.249659,Id_12052
12052,38.690353,38.690353,39.26177,39.391727,Id_12053
12053,24.59535,24.59535,24.403105,24.467066,Id_12054
12054,39.18285,39.18285,39.054356,39.33228,Id_12055
12055,25.657791,25.657791,25.115374,25.585297,Id_12056
12056,23.349049,23.349049,23.124004,23.63828,Id_12057
12057,38.411552,38.411552,38.348232,38.231136,Id_12058
12058,21.691957,21.691957,21.935143,21.589373,Id_12059
12059,22.899557,22.899557,23.124804,23.119497,Id_12060
12060,27.801765,27.801765,27.928026,27.631361,Id_12061
12061,28.968077,28.968077,28.698122,29.054165,Id_12062
12062,39.914368,39.914368,39.58646,39.709618,Id_12063
12063,37.402824,37.402824,37.64944,37.608112,Id_12064
12064,30.888025,30.888025,30.89955,31.04606,Id_12065
12065,53.55703,53.55703,53.727444,53.713177,Id_12066
12066,40.463013,40.463013,39.97972,39.940243,Id_12067
12067,42.72849,42.72849,42.887657,42.869736,Id_12068
12068,19.79529,19.79529,19.584848,19.709496,Id_12069
12069,44.93103,44.93103,45.04755,45.137905,Id_12070
12070,27.390888,27.390888,27.317543,27.533766,Id_12071
12071,46.237522,46.237522,46.029987,46.463947,Id_12072
12072,28.19041,28.19041,28.207018,28.396605,Id_12073
12073,38.744446,38.744446,38.811726,38.772682,Id_12074
12074,55.854546,55.854546,55.749493,55.6249,Id_12075
12075,38.38769,38.38769,38.497955,38.10196,Id_12076
12076,30.304201,30.304201,30.158972,30.314325,Id_12077
12077,50.386997,50.386997,49.44391,49.81972,Id_12078
12078,29.586916,29.586916,30.208868,29.908476,Id_12079
12079,41.816654,41.816654,42.01971,42.084423,Id_12080
12080,45.578247,45.578247,45.387466,45.592346,Id_12081
12081,38.693455,38.693455,38.503662,38.421696,Id_12082
12082,21.589878,21.589878,21.415325,21.586777,Id_12083
12083,54.559517,54.559517,54.773216,54.767796,Id_12084
12084,32.733284,32.733284,32.656506,32.439636,Id_12085
12085,47.256172,47.256172,47.02184,46.348064,Id_12086
12086,40.546436,40.546436,40.27266,40.227425,Id_12087
12087,26.383204,26.383204,26.19257,26.22963,Id_12088
12088,21.767878,21.767878,21.905914,21.931835,Id_12089
12089,23.246227,23.246227,22.934973,22.92956,Id_12090
12090,40.604153,40.604153,40.920696,40.82997,Id_12091
12091,20.23367,20.23367,20.411657,20.405806,Id_12092
12092,49.533524,49.533524,49.548283,49.95903,Id_12093
12093,40.09117,40.09117,39.574768,39.873936,Id_12094
12094,27.603115,27.603115,27.595572,27.698746,Id_12095
12095,53.842953,53.842953,54.036964,54.158695,Id_12096
12096,23.671598,23.671598,23.430336,23.4204,Id_12097
12097,44.209713,44.209713,44.49185,44.086555,Id_12098
12098,45.411064,45.411064,45.156,45.361446,Id_12099
12099,19.262928,19.262928,19.475452,19.361696,Id_12100
12100,43.03001,43.03001,43.35668,43.13671,Id_12101
12101,20.791367,20.791367,21.026175,20.58973,Id_12102
12102,38.010715,38.010715,37.853825,37.77365,Id_12103
12103,23.645264,23.645264,23.306479,23.451128,Id_12104
12104,27.240917,27.240917,27.308516,27.380842,Id_12105
12105,54.446575,54.446575,54.3376,54.290348,Id_12106
12106,53.4545,53.4545,53.780964,53.875122,Id_12107
12107,28.348148,28.348148,28.07473,28.217062,Id_12108
12108,47.915543,47.915543,47.52047,47.729946,Id_12109
12109,54.77761,54.77761,54.83538,54.77498,Id_12110
12110,25.874178,25.874178,25.979116,25.861433,Id_12111
12111,22.377361,22.377361,22.542439,22.381777,Id_12112
12112,46.14621,46.14621,46.222248,46.086384,Id_12113
12113,28.98773,28.98773,28.754349,28.980091,Id_12114
12114,26.038126,26.038126,25.93531,25.992088,Id_12115
12115,28.20044,28.20044,28.338982,28.521938,Id_12116
12116,30.738853,30.738853,30.622465,30.75202,Id_12117
12117,48.253048,48.253048,48.257416,48.128597,Id_12118
12118,32.50967,32.50967,32.590435,32.345467,Id_12119
12119,43.85752,43.85752,43.852665,43.621914,Id_12120
12120,19.975206,19.975206,19.716005,19.6269,Id_12121
12121,46.114655,46.114655,46.21451,46.173504,Id_12122
12122,41.3957,41.3957,42.073334,42.1312,Id_12123
12123,40.88851,40.88851,41.154106,40.38116,Id_12124
12124,21.450974,21.450974,21.484144,21.282495,Id_12125
12125,23.900286,23.900286,24.055853,23.852642,Id_12126
12126,42.025116,42.025116,41.895573,42.481617,Id_12127
12127,28.185963,28.185963,28.528223,28.531778,Id_12128
12128,53.757,53.757,53.90704,53.879333,Id_12129
12129,42.690903,42.690903,42.299023,42.66778,Id_12130
12130,44.2837,44.2837,44.404583,44.24298,Id_12131
12131,39.412506,39.412506,39.42137,39.784473,Id_12132
12132,31.610235,31.610235,31.718466,31.666563,Id_12133
12133,58.39231,58.39231,58.589504,58.737312,Id_12134
12134,60.71407,60.71407,60.785225,60.770756,Id_12135
12135,34.99779,34.99779,34.76244,34.89555,Id_12136
12136,24.437605,24.437605,24.53437,24.217535,Id_12137
12137,24.435713,24.435713,24.340347,24.494404,Id_12138
12138,39.98298,39.98298,39.942944,40.228413,Id_12139
12139,25.323137,25.323137,25.140985,25.346481,Id_12140
12140,39.55864,39.55864,39.513386,39.318653,Id_12141
12141,20.638027,20.638027,20.520575,20.74642,Id_12142
12142,37.80368,37.80368,37.23195,37.719864,Id_12143
12143,38.68101,38.68101,38.60546,38.631695,Id_12144
12144,22.790577,22.790577,22.954,23.002575,Id_12145
12145,38.33272,38.33272,38.322346,38.414112,Id_12146
12146,41.131332,41.131332,41.174587,41.21628,Id_12147
12147,39.399456,39.399456,39.566135,39.165764,Id_12148
12148,28.428064,28.428064,28.849045,28.418911,Id_12149
12149,37.73838,37.73838,37.870533,37.955814,Id_12150
12150,36.04787,36.04787,35.93099,36.04722,Id_12151
12151,48.4906,48.4906,48.71258,48.33828,Id_12152
12152,47.863014,47.863014,48.247784,47.738125,Id_12153
12153,23.341639,23.341639,23.371758,23.138224,Id_12154
12154,24.34663,24.34663,24.404478,24.573008,Id_12155
12155,39.484215,39.484215,39.873688,40.203102,Id_12156
12156,29.131342,29.131342,29.316055,28.939852,Id_12157
12157,42.074345,42.074345,42.120346,42.08009,Id_12158
12158,39.060535,39.060535,39.05926,39.071667,Id_12159
12159,22.804129,22.804129,22.97271,22.917128,Id_12160
12160,40.617004,40.617004,40.78082,40.265446,Id_12161
12161,44.26617,44.26617,43.66309,44.33775,Id_12162
12162,45.12631,45.12631,45.249996,45.263718,Id_12163
12163,45.084133,45.084133,45.18781,45.12616,Id_12164
12164,27.71737,27.71737,27.763983,27.833673,Id_12165
12165,28.860004,28.860004,29.186968,29.1927,Id_12166
12166,40.052116,40.052116,40.435314,40.466846,Id_12167
12167,27.991133,27.991133,28.057367,28.153038,Id_12168
12168,31.72589,31.72589,31.496399,31.86794,Id_12169
12169,38.97258,38.97258,39.044918,39.042698,Id_12170
12170,42.799953,42.799953,42.670406,42.679394,Id_12171
12171,23.785595,23.785595,23.734869,23.756884,Id_12172
12172,29.197752,29.197752,30.219553,29.325779,Id_12173
12173,45.492115,45.492115,45.39926,45.459347,Id_12174
12174,19.87003,19.87003,19.809282,19.673916,Id_12175
12175,21.757559,21.757559,21.827595,21.999125,Id_12176
12176,46.019684,46.019684,46.179615,46.045376,Id_12177
12177,32.700546,32.700546,32.6976,32.27343,Id_12178
12178,49.18948,49.18948,49.762775,49.130947,Id_12179
12179,21.496218,21.496218,21.540272,21.811615,Id_12180
12180,21.542643,21.542643,21.576744,21.391989,Id_12181
12181,42.047146,42.047146,42.27871,42.35713,Id_12182
12182,40.11481,40.11481,39.642654,39.930164,Id_12183
12183,23.918959,23.918959,24.324657,23.982788,Id_12184
12184,53.678024,53.678024,54.141167,54.15052,Id_12185
12185,19.990063,19.990063,20.182663,19.90985,Id_12186
12186,50.475075,50.475075,50.60699,50.67958,Id_12187
12187,47.98347,47.98347,48.393173,47.851795,Id_12188
12188,36.319363,36.319363,36.754898,36.921764,Id_12189
12189,44.061165,44.061165,43.776012,43.98871,Id_12190
12190,37.90418,37.90418,37.91625,37.629433,Id_12191
12191,43.148098,43.148098,43.380337,43.09166,Id_12192
12192,38.704723,38.704723,38.790554,38.821877,Id_12193
12193,40.329178,40.329178,40.307415,40.15281,Id_12194
12194,24.626562,24.626562,24.779678,25.119997,Id_12195
12195,53.531498,53.531498,53.084576,53.255733,Id_12196
12196,43.941143,43.941143,43.105164,44.0152,Id_12197
12197,29.865107,29.865107,29.728527,29.815382,Id_12198
12198,31.22779,31.22779,31.061668,31.156836,Id_12199
12199,64.34187,64.34187,62.94286,62.99565,Id_12200
12200,44.286217,44.286217,44.287083,44.369602,Id_12201
12201,19.292318,19.292318,18.255077,19.600935,Id_12202
12202,42.694252,42.694252,42.591736,42.371296,Id_12203
12203,40.65906,40.65906,40.505894,40.652348,Id_12204
12204,58.371246,58.371246,58.524822,58.579926,Id_12205
12205,39.65075,39.65075,40.355934,39.749943,Id_12206
12206,35.718662,35.718662,35.617,35.64926,Id_12207
12207,41.387543,41.387543,41.78925,41.438145,Id_12208
12208,23.3631,23.3631,22.82903,22.779236,Id_12209
12209,39.912167,39.912167,39.89337,40.39556,Id_12210
12210,35.319515,35.319515,35.535145,35.659893,Id_12211
12211,41.43115,41.43115,41.4041,41.452415,Id_12212
12212,201.74,201.74,201.94962,202.21164,Id_12213
12213,238.45656,238.45656,238.36337,238.05783,Id_12214
12214,206.00859,206.00859,206.48941,205.52438,Id_12215
12215,187.92601,187.92601,188.11775,188.16927,Id_12216
12216,175.2293,175.2293,175.27625,176.20177,Id_12217
12217,157.01604,157.01604,156.76283,156.74408,Id_12218
12218,111.191635,111.191635,109.676796,110.438705,Id_12219
12219,150.93372,150.93372,151.94759,152.05133,Id_12220
12220,150.3844,150.3844,150.39017,149.66318,Id_12221
12221,248.57884,248.57884,248.78874,248.39844,Id_12222
12222,160.51117,160.51117,160.30037,160.59116,Id_12223
12223,245.65887,245.65887,246.88945,245.93822,Id_12224
12224,133.71352,133.71352,133.88374,133.53596,Id_12225
12225,138.44661,138.44661,138.74014,138.63263,Id_12226
12226,138.2248,138.2248,138.22147,137.66704,Id_12227
12227,262.9595,262.9595,262.71756,262.62137,Id_12228
12228,145.57758,145.57758,145.27979,145.53683,Id_12229
12229,184.5892,184.5892,184.78395,185.43082,Id_12230
12230,140.72502,140.72502,140.73332,139.91199,Id_12231
12231,173.14584,173.14584,173.1165,173.06563,Id_12232
12232,114.31277,114.31277,114.40575,113.86916,Id_12233
12233,126.04139,126.04139,125.25454,126.54336,Id_12234
12234,371.06396,371.06396,370.89548,370.82996,Id_12235
12235,141.67702,141.67702,141.67274,141.8186,Id_12236
12236,146.9382,146.9382,146.81046,147.31363,Id_12237
12237,360.644,360.644,360.50134,360.81546,Id_12238
12238,335.7269,335.7269,336.4754,335.00885,Id_12239
